@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
273,'2021/06/24 18:48:13:223',8,209,9,93,0.89,0.29,0.01,0.22,0.88,0.06
274,'2021/06/24 18:48:13:278',8,209,8,94,0.89,0.29,0.01,0.22,0.88,0.06
275,'2021/06/24 18:48:13:329',8,207,7,96,0.89,0.29,0.01,0.22,0.88,0.06
276,'2021/06/24 18:48:13:380',8,208,8,95,0.89,0.29,0.01,0.22,0.88,0.06
277,'2021/06/24 18:48:13:437',8,208,8,95,0.89,0.29,0.01,0.22,0.88,0.06
278,'2021/06/24 18:48:13:487',8,207,8,95,0.89,0.29,0.01,0.22,0.88,0.06
279,'2021/06/24 18:48:13:537',8,208,8,95,0.89,0.29,0.01,0.22,0.88,0.06
280,'2021/06/24 18:48:15:473',9,225,11,88,0.89,0.29,0.01,0.22,0.88,0.06
281,'2021/06/24 18:48:15:524',9,227,12,85,0.89,0.29,0.01,0.22,0.88,0.06
282,'2021/06/24 18:48:15:574',9,228,13,84,0.89,0.29,0.01,0.22,0.88,0.06
283,'2021/06/24 18:48:15:624',9,227,13,85,0.89,0.29,0.01,0.22,0.88,0.06
284,'2021/06/24 18:48:15:681',9,227,13,85,0.89,0.29,0.01,0.22,0.88,0.06
285,'2021/06/24 18:48:15:730',9,227,13,84,0.89,0.29,0.01,0.22,0.88,0.06
286,'2021/06/24 18:48:15:786',9,227,13,85,0.89,0.29,0.01,0.22,0.88,0.06
287,'2021/06/24 18:48:15:837',9,227,13,85,0.89,0.29,0.01,0.22,0.88,0.06
288,'2021/06/24 18:48:15:888',9,227,13,85,0.89,0.29,0.01,0.22,0.88,0.06
289,'2021/06/24 18:48:15:943',9,225,13,87,0.89,0.29,0.01,0.22,0.88,0.06
290,'2021/06/24 18:48:15:995',9,225,14,87,0.89,0.29,0.01,0.22,0.88,0.06
291,'2021/06/24 18:48:16:047',9,224,12,88,0.89,0.29,0.01,0.22,0.88,0.06
292,'2021/06/24 18:48:16:096',9,224,12,89,0.89,0.29,0.01,0.22,0.88,0.06
293,'2021/06/24 18:48:16:147',9,223,12,89,0.89,0.29,0.01,0.22,0.88,0.06
294,'2021/06/24 18:48:16:201',9,224,13,86,0.89,0.29,0.01,0.22,0.88,0.06
295,'2021/06/24 18:48:16:253',9,222,12,88,0.89,0.29,0.01,0.22,0.88,0.06
296,'2021/06/24 18:48:16:302',9,222,13,88,0.89,0.29,0.01,0.22,0.88,0.06
297,'2021/06/24 18:48:16:353',9,221,12,89,0.89,0.29,0.01,0.22,0.88,0.06
298,'2021/06/24 18:48:16:407',9,221,14,87,0.89,0.29,0.01,0.22,0.88,0.06
299,'2021/06/24 18:48:16:460',9,218,13,89,0.89,0.29,0.01,0.22,0.88,0.06
300,'2021/06/24 18:48:16:511',9,216,11,92,0.89,0.29,0.01,0.22,0.88,0.06
301,'2021/06/24 18:48:16:561',9,216,11,92,0.89,0.29,0.01,0.22,0.88,0.06
302,'2021/06/24 18:48:16:612',9,216,12,89,0.89,0.29,0.01,0.22,0.88,0.06
303,'2021/06/24 18:48:16:668',9,216,11,92,0.89,0.29,0.01,0.22,0.88,0.06
304,'2021/06/24 18:48:16:719',9,216,12,91,0.89,0.29,0.01,0.22,0.88,0.06
305,'2021/06/24 18:48:16:768',9,216,12,91,0.89,0.29,0.01,0.22,0.88,0.06
306,'2021/06/24 18:48:16:818',9,214,10,93,0.89,0.29,0.01,0.22,0.88,0.06
307,'2021/06/24 18:48:16:868',9,217,12,90,0.89,0.29,0.01,0.22,0.88,0.06
308,'2021/06/24 18:48:16:917',9,216,13,89,0.89,0.29,0.01,0.22,0.88,0.06
309,'2021/06/24 18:48:16:968',9,213,11,93,0.89,0.29,0.01,0.22,0.88,0.06
310,'2021/06/24 18:48:17:019',9,214,12,91,0.89,0.29,0.01,0.22,0.88,0.06
311,'2021/06/24 18:48:18:368',10,215,12,90,0.89,0.29,0.01,0.22,0.88,0.06
312,'2021/06/24 18:48:18:417',10,216,12,89,0.89,0.29,0.01,0.22,0.88,0.06
313,'2021/06/24 18:48:18:473',10,215,11,92,0.89,0.29,0.01,0.22,0.88,0.06
314,'2021/06/24 18:48:18:525',10,215,12,92,0.89,0.29,0.01,0.22,0.88,0.06
315,'2021/06/24 18:48:18:576',10,215,11,92,0.89,0.29,0.01,0.22,0.88,0.06
316,'2021/06/24 18:48:18:627',10,217,12,90,0.89,0.29,0.01,0.22,0.88,0.06
317,'2021/06/24 18:48:18:678',10,215,11,92,0.89,0.29,0.01,0.22,0.88,0.06
318,'2021/06/24 18:48:18:730',10,217,13,89,0.89,0.29,0.01,0.22,0.88,0.06
319,'2021/06/24 18:48:18:786',10,215,12,91,0.89,0.29,0.01,0.22,0.88,0.06
320,'2021/06/24 18:48:18:836',10,216,12,90,0.89,0.29,0.01,0.22,0.88,0.06
321,'2021/06/24 18:48:18:887',10,216,12,90,0.89,0.29,0.01,0.22,0.88,0.06
322,'2021/06/24 18:48:18:937',10,215,11,92,0.89,0.29,0.01,0.22,0.88,0.06
323,'2021/06/24 18:48:18:989',10,215,11,93,0.89,0.29,0.01,0.22,0.88,0.06
324,'2021/06/24 18:48:19:041',10,216,12,89,0.89,0.29,0.01,0.22,0.88,0.06
325,'2021/06/24 18:48:19:094',10,216,12,90,0.89,0.29,0.01,0.22,0.88,0.06
326,'2021/06/24 18:48:19:146',10,216,12,89,0.89,0.29,0.01,0.22,0.88,0.06
327,'2021/06/24 18:48:19:198',10,213,10,94,0.89,0.29,0.01,0.22,0.88,0.06
328,'2021/06/24 18:48:19:247',10,215,11,91,0.89,0.29,0.01,0.22,0.88,0.06
329,'2021/06/24 18:48:19:299',10,215,11,91,0.89,0.29,0.01,0.22,0.88,0.06
330,'2021/06/24 18:48:19:349',10,215,11,91,0.89,0.29,0.01,0.22,0.88,0.06
331,'2021/06/24 18:48:19:399',10,215,11,91,0.89,0.29,0.01,0.22,0.88,0.06
332,'2021/06/24 18:48:19:450',10,215,11,90,0.89,0.29,0.01,0.22,0.88,0.06
333,'2021/06/24 18:48:19:502',10,216,12,90,0.89,0.29,0.01,0.22,0.88,0.06
334,'2021/06/24 18:48:19:553',10,215,12,91,0.89,0.29,0.01,0.22,0.88,0.06
335,'2021/06/24 18:48:19:605',10,214,11,93,0.89,0.29,0.01,0.22,0.88,0.06
336,'2021/06/24 18:48:19:662',10,215,11,92,0.89,0.29,0.01,0.22,0.88,0.06
337,'2021/06/24 18:48:19:715',10,213,10,94,0.89,0.29,0.01,0.22,0.88,0.06
338,'2021/06/24 18:48:22:072',11,226,14,85,0.89,0.29,0.01,0.22,0.88,0.06
339,'2021/06/24 18:48:22:129',11,225,14,86,0.89,0.29,0.01,0.22,0.88,0.06
340,'2021/06/24 18:48:22:186',11,225,14,86,0.89,0.29,0.01,0.22,0.88,0.06
341,'2021/06/24 18:48:22:236',11,225,13,86,0.89,0.29,0.01,0.22,0.88,0.06
342,'2021/06/24 18:48:22:287',11,225,13,87,0.89,0.29,0.01,0.22,0.88,0.06
343,'2021/06/24 18:48:22:337',11,225,13,86,0.89,0.29,0.01,0.22,0.88,0.06
344,'2021/06/24 18:48:22:387',11,224,13,87,0.89,0.29,0.01,0.22,0.88,0.06
345,'2021/06/24 18:48:22:439',11,224,13,87,0.89,0.29,0.01,0.22,0.88,0.06
346,'2021/06/24 18:48:22:489',11,222,12,89,0.89,0.29,0.01,0.22,0.88,0.06
347,'2021/06/24 18:48:22:541',11,223,12,88,0.89,0.29,0.01,0.22,0.88,0.06
348,'2021/06/24 18:48:22:591',11,223,12,88,0.89,0.29,0.01,0.22,0.88,0.06
349,'2021/06/24 18:48:22:642',11,223,13,87,0.89,0.29,0.01,0.22,0.88,0.06
350,'2021/06/24 18:48:22:693',11,224,13,87,0.89,0.29,0.01,0.22,0.88,0.06
351,'2021/06/24 18:48:22:743',11,223,13,87,0.89,0.29,0.01,0.22,0.88,0.06
352,'2021/06/24 18:48:22:795',11,223,12,88,0.89,0.29,0.01,0.22,0.88,0.06
353,'2021/06/24 18:48:22:845',11,224,13,86,0.89,0.29,0.01,0.22,0.88,0.06
354,'2021/06/24 18:48:22:896',11,223,13,87,0.89,0.29,0.01,0.22,0.88,0.06
355,'2021/06/24 18:48:22:946',11,225,14,85,0.89,0.29,0.01,0.22,0.88,0.06
356,'2021/06/24 18:48:22:997',11,223,12,88,0.89,0.29,0.01,0.22,0.88,0.06
357,'2021/06/24 18:48:23:049',11,223,12,88,0.89,0.29,0.01,0.22,0.88,0.06
358,'2021/06/24 18:48:23:100',11,225,13,86,0.89,0.29,0.01,0.22,0.88,0.06
359,'2021/06/24 18:48:23:151',11,223,13,87,0.89,0.29,0.01,0.22,0.88,0.06
360,'2021/06/24 18:48:23:201',11,223,13,87,0.89,0.29,0.01,0.22,0.88,0.06
361,'2021/06/24 18:48:23:251',11,222,12,89,0.89,0.29,0.01,0.22,0.88,0.06
362,'2021/06/24 18:48:23:301',11,223,12,88,0.89,0.29,0.01,0.22,0.88,0.06
363,'2021/06/24 18:48:23:356',11,223,13,88,0.89,0.29,0.01,0.22,0.88,0.06
364,'2021/06/24 18:48:23:407',11,223,13,87,0.89,0.29,0.01,0.22,0.88,0.06
365,'2021/06/24 18:48:23:459',11,223,13,87,0.89,0.29,0.01,0.22,0.88,0.06
366,'2021/06/24 18:48:23:510',11,225,14,84,0.89,0.29,0.01,0.22,0.88,0.06
367,'2021/06/24 18:48:23:560',11,225,14,84,0.89,0.29,0.01,0.22,0.88,0.06
368,'2021/06/24 18:48:23:611',11,225,14,84,0.89,0.29,0.01,0.22,0.88,0.06
369,'2021/06/24 18:48:23:662',11,225,14,85,0.89,0.29,0.01,0.22,0.88,0.06
370,'2021/06/24 18:48:23:719',11,224,13,85,0.89,0.29,0.01,0.22,0.88,0.06
371,'2021/06/24 18:48:23:769',11,223,12,87,0.89,0.29,0.01,0.22,0.88,0.06
372,'2021/06/24 18:48:23:821',11,224,13,85,0.89,0.29,0.01,0.22,0.88,0.06
373,'2021/06/24 18:48:23:871',11,225,14,85,0.89,0.29,0.01,0.22,0.88,0.06
374,'2021/06/24 18:48:34:843',12,227,6,83,0.89,0.29,0.01,0.22,0.88,0.06
375,'2021/06/24 18:48:34:894',12,227,6,83,0.89,0.29,0.01,0.22,0.88,0.06
376,'2021/06/24 18:48:34:945',12,227,6,84,0.89,0.29,0.01,0.22,0.88,0.06
377,'2021/06/24 18:48:34:996',12,227,5,85,0.89,0.29,0.01,0.22,0.88,0.06
378,'2021/06/24 18:48:35:046',12,227,6,83,0.89,0.29,0.01,0.22,0.88,0.06
379,'2021/06/24 18:48:35:098',12,227,6,84,0.89,0.29,0.01,0.22,0.88,0.06
380,'2021/06/24 18:48:35:149',12,228,7,81,0.89,0.29,0.01,0.22,0.88,0.06
381,'2021/06/24 18:48:35:200',12,227,6,83,0.89,0.29,0.01,0.22,0.88,0.06
382,'2021/06/24 18:48:35:257',12,227,6,83,0.89,0.29,0.01,0.22,0.88,0.06
383,'2021/06/24 18:48:35:307',12,227,5,84,0.89,0.29,0.01,0.22,0.88,0.06
384,'2021/06/24 18:48:35:358',12,227,6,84,0.89,0.29,0.01,0.22,0.88,0.06
385,'2021/06/24 18:48:35:409',12,227,6,84,0.89,0.29,0.01,0.22,0.88,0.06
386,'2021/06/24 18:48:35:459',12,228,6,83,0.89,0.29,0.01,0.22,0.88,0.06
387,'2021/06/24 18:48:35:513',12,226,6,85,0.89,0.29,0.01,0.22,0.88,0.06
388,'2021/06/24 18:48:35:565',12,227,7,83,0.89,0.29,0.01,0.22,0.88,0.06
389,'2021/06/24 18:48:35:616',12,228,7,83,0.89,0.29,0.01,0.22,0.88,0.06
390,'2021/06/24 18:48:35:666',12,228,7,83,0.89,0.29,0.01,0.22,0.88,0.06
391,'2021/06/24 18:48:35:717',12,227,7,83,0.89,0.29,0.01,0.22,0.88,0.06
392,'2021/06/24 18:48:35:767',12,228,6,83,0.89,0.29,0.01,0.22,0.88,0.06
393,'2021/06/24 18:48:35:817',12,228,7,83,0.89,0.29,0.01,0.22,0.88,0.06
394,'2021/06/24 18:48:35:868',12,227,6,83,0.89,0.29,0.01,0.22,0.88,0.06
395,'2021/06/24 18:48:35:918',12,228,6,84,0.89,0.29,0.01,0.22,0.88,0.06
396,'2021/06/24 18:48:35:968',12,228,7,83,0.89,0.29,0.01,0.22,0.88,0.06
397,'2021/06/24 18:48:36:019',12,229,7,82,0.89,0.29,0.01,0.22,0.88,0.06
398,'2021/06/24 18:48:36:070',12,229,7,82,0.89,0.29,0.01,0.22,0.88,0.06
399,'2021/06/24 18:48:36:123',12,228,7,82,0.89,0.29,0.01,0.22,0.88,0.06
400,'2021/06/24 18:48:36:174',12,227,7,83,0.89,0.29,0.01,0.22,0.88,0.06
401,'2021/06/24 18:48:36:225',12,228,7,83,0.89,0.29,0.01,0.22,0.88,0.06
402,'2021/06/24 18:48:36:281',12,227,7,82,0.89,0.29,0.01,0.22,0.88,0.06
403,'2021/06/24 18:48:36:333',12,228,6,83,0.89,0.29,0.01,0.22,0.88,0.06
404,'2021/06/24 18:48:36:384',12,228,7,82,0.89,0.29,0.01,0.22,0.88,0.06
405,'2021/06/24 18:48:36:437',12,228,6,83,0.89,0.29,0.01,0.22,0.88,0.06
406,'2021/06/24 18:48:36:491',12,227,5,85,0.89,0.29,0.01,0.22,0.88,0.06
407,'2021/06/24 18:48:37:873',13,224,5,87,0.89,0.29,0.01,0.22,0.88,0.06
408,'2021/06/24 18:48:37:929',13,223,5,87,0.89,0.29,0.01,0.22,0.88,0.06
409,'2021/06/24 18:48:37:981',13,222,4,89,0.89,0.29,0.01,0.22,0.88,0.06
410,'2021/06/24 18:48:38:032',13,222,4,89,0.89,0.29,0.01,0.22,0.88,0.06
411,'2021/06/24 18:48:38:087',13,221,4,88,0.89,0.29,0.01,0.22,0.88,0.06
412,'2021/06/24 18:48:38:139',13,223,4,88,0.89,0.29,0.01,0.22,0.88,0.06
413,'2021/06/24 18:48:38:191',13,221,4,90,0.89,0.29,0.01,0.22,0.88,0.06
414,'2021/06/24 18:48:38:242',13,223,6,87,0.89,0.29,0.01,0.22,0.88,0.06
415,'2021/06/24 18:48:38:291',13,222,6,88,0.89,0.29,0.01,0.22,0.88,0.06
416,'2021/06/24 18:48:38:351',13,223,5,87,0.89,0.29,0.01,0.22,0.88,0.06
417,'2021/06/24 18:48:38:401',13,220,5,89,0.89,0.29,0.01,0.22,0.88,0.06
418,'2021/06/24 18:48:38:451',13,221,6,88,0.89,0.29,0.01,0.22,0.88,0.06
419,'2021/06/24 18:48:38:501',13,220,6,90,0.89,0.29,0.01,0.22,0.88,0.06
420,'2021/06/24 18:48:38:552',13,219,5,90,0.89,0.29,0.01,0.22,0.88,0.06
421,'2021/06/24 18:48:38:604',13,222,7,87,0.89,0.29,0.01,0.22,0.88,0.06
422,'2021/06/24 18:48:38:654',13,219,6,89,0.89,0.29,0.01,0.22,0.88,0.06
423,'2021/06/24 18:48:38:705',13,220,6,88,0.89,0.29,0.01,0.22,0.88,0.06
424,'2021/06/24 18:48:38:756',13,219,6,91,0.89,0.29,0.01,0.22,0.88,0.06
425,'2021/06/24 18:48:38:807',13,220,7,88,0.89,0.29,0.01,0.22,0.88,0.06
426,'2021/06/24 18:48:38:858',13,220,6,87,0.89,0.29,0.01,0.22,0.88,0.06
427,'2021/06/24 18:48:38:909',13,222,8,85,0.89,0.29,0.01,0.22,0.88,0.06
428,'2021/06/24 18:48:38:965',13,220,7,86,0.89,0.29,0.01,0.22,0.88,0.06
429,'2021/06/24 18:48:39:017',13,220,7,87,0.89,0.29,0.01,0.22,0.88,0.06
430,'2021/06/24 18:48:39:068',13,221,7,86,0.89,0.29,0.01,0.22,0.88,0.06
431,'2021/06/24 18:48:39:124',13,220,6,87,0.89,0.29,0.01,0.22,0.88,0.06
432,'2021/06/24 18:48:39:175',13,220,7,86,0.89,0.29,0.01,0.22,0.88,0.06
433,'2021/06/24 18:48:39:226',13,220,7,87,0.89,0.29,0.01,0.22,0.88,0.06
434,'2021/06/24 18:48:39:276',13,220,7,86,0.89,0.29,0.01,0.22,0.88,0.06
435,'2021/06/24 18:48:39:326',13,220,6,87,0.89,0.29,0.01,0.22,0.88,0.06
436,'2021/06/24 18:48:39:379',13,220,7,87,0.89,0.29,0.01,0.22,0.88,0.06
437,'2021/06/24 18:48:39:433',13,220,6,87,0.89,0.29,0.01,0.22,0.88,0.06
438,'2021/06/24 18:48:39:484',13,219,7,88,0.89,0.29,0.01,0.22,0.88,0.06
439,'2021/06/24 18:48:41:156',14,216,6,89,0.89,0.29,0.01,0.22,0.88,0.06
440,'2021/06/24 18:48:41:215',14,218,8,87,0.89,0.29,0.01,0.22,0.88,0.06
441,'2021/06/24 18:48:41:268',14,215,6,91,0.89,0.29,0.01,0.22,0.88,0.06
442,'2021/06/24 18:48:41:320',14,215,6,90,0.89,0.29,0.01,0.22,0.88,0.06
443,'2021/06/24 18:48:41:376',14,215,7,90,0.89,0.29,0.01,0.22,0.88,0.06
444,'2021/06/24 18:48:41:428',14,216,7,89,0.89,0.29,0.01,0.22,0.88,0.06
445,'2021/06/24 18:48:41:481',14,215,6,91,0.89,0.29,0.01,0.22,0.88,0.06
446,'2021/06/24 18:48:41:536',14,216,7,90,0.89,0.29,0.01,0.22,0.88,0.06
447,'2021/06/24 18:48:41:592',14,215,6,90,0.89,0.29,0.01,0.22,0.88,0.06
448,'2021/06/24 18:48:41:641',14,215,6,91,0.89,0.29,0.01,0.22,0.88,0.06
449,'2021/06/24 18:48:41:694',14,215,6,91,0.89,0.29,0.01,0.22,0.88,0.06
450,'2021/06/24 18:48:41:745',14,215,6,90,0.89,0.29,0.01,0.22,0.88,0.06
451,'2021/06/24 18:48:41:798',14,216,6,89,0.89,0.29,0.01,0.22,0.88,0.06
452,'2021/06/24 18:48:41:853',14,215,6,90,0.89,0.29,0.01,0.22,0.88,0.06
453,'2021/06/24 18:48:41:902',14,215,6,91,0.89,0.29,0.01,0.22,0.88,0.06
454,'2021/06/24 18:48:41:952',14,216,6,89,0.89,0.29,0.01,0.22,0.88,0.06
455,'2021/06/24 18:48:42:003',14,215,6,90,0.89,0.29,0.01,0.22,0.88,0.06
456,'2021/06/24 18:48:42:054',14,215,6,90,0.89,0.29,0.01,0.22,0.88,0.06
457,'2021/06/24 18:48:42:104',14,215,6,91,0.89,0.29,0.01,0.22,0.88,0.06
458,'2021/06/24 18:48:42:156',14,215,7,90,0.89,0.29,0.01,0.22,0.88,0.06
459,'2021/06/24 18:48:42:208',14,216,6,89,0.89,0.29,0.01,0.22,0.88,0.06
460,'2021/06/24 18:48:42:258',14,214,6,90,0.89,0.29,0.01,0.22,0.88,0.06
461,'2021/06/24 18:48:42:309',14,215,7,89,0.89,0.29,0.01,0.22,0.88,0.06
462,'2021/06/24 18:48:42:362',14,216,7,89,0.89,0.29,0.01,0.22,0.88,0.06
463,'2021/06/24 18:48:42:413',14,216,7,89,0.89,0.29,0.01,0.22,0.88,0.06
464,'2021/06/24 18:48:42:463',14,215,6,89,0.89,0.29,0.01,0.22,0.88,0.06
465,'2021/06/24 18:48:42:514',14,216,7,89,0.89,0.29,0.01,0.22,0.88,0.06
466,'2021/06/24 18:48:43:875',15,215,3,88,0.89,0.29,0.01,0.22,0.88,0.06
467,'2021/06/24 18:48:43:929',15,214,3,87,0.89,0.29,0.01,0.22,0.88,0.06
468,'2021/06/24 18:48:43:982',15,214,3,86,0.89,0.29,0.01,0.22,0.88,0.06
469,'2021/06/24 18:48:44:033',15,214,3,87,0.89,0.29,0.01,0.22,0.88,0.06
470,'2021/06/24 18:48:44:086',15,214,3,87,0.89,0.29,0.01,0.22,0.88,0.06
471,'2021/06/24 18:48:44:136',15,214,3,87,0.89,0.29,0.01,0.22,0.88,0.06
472,'2021/06/24 18:48:44:185',15,214,3,86,0.89,0.29,0.01,0.22,0.88,0.06
473,'2021/06/24 18:48:44:237',15,215,3,88,0.89,0.29,0.01,0.22,0.88,0.06
474,'2021/06/24 18:48:44:286',15,215,3,87,0.89,0.29,0.01,0.22,0.88,0.06
475,'2021/06/24 18:48:44:336',15,215,4,85,0.89,0.29,0.01,0.22,0.88,0.06
476,'2021/06/24 18:48:44:385',15,215,3,85,0.89,0.29,0.01,0.22,0.88,0.06
477,'2021/06/24 18:48:44:440',15,215,3,86,0.89,0.29,0.01,0.22,0.88,0.06
478,'2021/06/24 18:48:44:491',15,215,3,86,0.89,0.29,0.01,0.22,0.88,0.06
479,'2021/06/24 18:48:44:543',15,215,3,86,0.89,0.29,0.01,0.22,0.88,0.06
480,'2021/06/24 18:48:44:598',15,215,3,87,0.89,0.29,0.01,0.22,0.88,0.06
481,'2021/06/24 18:48:44:648',15,215,3,85,0.89,0.29,0.01,0.22,0.88,0.06
482,'2021/06/24 18:48:44:699',15,216,4,85,0.89,0.29,0.01,0.22,0.88,0.06
483,'2021/06/24 18:48:44:748',15,216,4,83,0.89,0.29,0.01,0.22,0.88,0.06
484,'2021/06/24 18:48:44:797',15,215,4,85,0.89,0.29,0.01,0.22,0.88,0.06
485,'2021/06/24 18:48:44:847',15,215,3,85,0.89,0.29,0.01,0.22,0.88,0.06
486,'2021/06/24 18:48:44:897',15,215,3,86,0.89,0.29,0.01,0.22,0.88,0.06
487,'2021/06/24 18:48:44:945',15,216,3,84,0.89,0.29,0.01,0.22,0.88,0.06
488,'2021/06/24 18:48:44:997',15,215,4,86,0.89,0.29,0.01,0.22,0.88,0.06
489,'2021/06/24 18:48:45:048',15,215,3,87,0.89,0.29,0.01,0.22,0.88,0.06
490,'2021/06/24 18:48:45:103',15,215,4,85,0.89,0.29,0.01,0.22,0.88,0.06
491,'2021/06/24 18:48:45:154',15,215,3,85,0.89,0.29,0.01,0.22,0.88,0.06
492,'2021/06/24 18:48:45:205',15,215,3,87,0.89,0.29,0.01,0.22,0.88,0.06
493,'2021/06/24 18:48:45:256',15,216,3,85,0.89,0.29,0.01,0.22,0.88,0.06
494,'2021/06/24 18:48:45:306',15,216,3,86,0.89,0.29,0.01,0.22,0.88,0.06
495,'2021/06/24 18:48:45:358',15,215,3,87,0.89,0.29,0.01,0.22,0.88,0.06
496,'2021/06/24 18:48:45:409',15,215,3,88,0.89,0.29,0.01,0.22,0.88,0.06
497,'2021/06/24 18:48:45:460',15,216,3,88,0.89,0.29,0.01,0.22,0.88,0.06
498,'2021/06/24 18:48:46:937',16,227,6,83,0.89,0.29,0.01,0.22,0.88,0.06
499,'2021/06/24 18:48:46:988',16,225,6,85,0.89,0.29,0.01,0.22,0.88,0.06
500,'2021/06/24 18:48:47:041',16,226,6,85,0.89,0.29,0.01,0.22,0.88,0.06
501,'2021/06/24 18:48:47:092',16,226,6,84,0.89,0.29,0.01,0.22,0.88,0.06
502,'2021/06/24 18:48:47:142',16,228,6,83,0.89,0.29,0.01,0.22,0.88,0.06
503,'2021/06/24 18:48:47:198',16,226,5,85,0.89,0.29,0.01,0.22,0.88,0.06
504,'2021/06/24 18:48:47:250',16,226,5,85,0.89,0.29,0.01,0.22,0.88,0.06
505,'2021/06/24 18:48:47:301',16,226,4,87,0.89,0.29,0.01,0.22,0.88,0.06
506,'2021/06/24 18:48:47:353',16,226,5,85,0.89,0.29,0.01,0.22,0.88,0.06
507,'2021/06/24 18:48:47:402',16,226,5,85,0.89,0.29,0.01,0.22,0.88,0.06
508,'2021/06/24 18:48:47:456',16,226,5,85,0.89,0.29,0.01,0.22,0.88,0.06
509,'2021/06/24 18:48:47:507',16,226,4,86,0.89,0.29,0.01,0.22,0.88,0.06
510,'2021/06/24 18:48:47:556',16,226,4,87,0.89,0.29,0.01,0.22,0.88,0.06
511,'2021/06/24 18:48:47:607',16,226,4,85,0.89,0.29,0.01,0.22,0.88,0.06
512,'2021/06/24 18:48:47:656',16,226,5,85,0.89,0.29,0.01,0.22,0.88,0.06
513,'2021/06/24 18:48:47:709',16,226,4,86,0.89,0.29,0.01,0.22,0.88,0.06
514,'2021/06/24 18:48:47:761',16,227,5,83,0.89,0.29,0.01,0.22,0.88,0.06
515,'2021/06/24 18:48:47:815',16,226,5,85,0.89,0.29,0.01,0.22,0.88,0.06
516,'2021/06/24 18:48:47:864',16,226,6,84,0.89,0.29,0.01,0.22,0.88,0.06
517,'2021/06/24 18:48:47:922',16,225,4,86,0.89,0.29,0.01,0.22,0.88,0.06
518,'2021/06/24 18:48:47:976',16,225,5,86,0.89,0.29,0.01,0.22,0.88,0.06
519,'2021/06/24 18:48:48:027',16,225,5,86,0.89,0.29,0.01,0.22,0.88,0.06
520,'2021/06/24 18:48:48:085',16,228,7,82,0.89,0.29,0.01,0.22,0.88,0.06
521,'2021/06/24 18:48:48:135',16,226,5,85,0.89,0.29,0.01,0.22,0.88,0.06
522,'2021/06/24 18:48:48:186',16,224,4,87,0.89,0.29,0.01,0.22,0.88,0.06
523,'2021/06/24 18:48:48:237',16,224,4,87,0.89,0.29,0.01,0.22,0.88,0.06
524,'2021/06/24 18:48:48:287',16,225,5,85,0.89,0.29,0.01,0.22,0.88,0.06
525,'2021/06/24 18:48:48:337',16,225,6,85,0.89,0.29,0.01,0.22,0.88,0.06
526,'2021/06/24 18:48:48:388',16,225,4,86,0.89,0.29,0.01,0.22,0.88,0.06
527,'2021/06/24 18:48:48:450',16,226,5,85,0.89,0.29,0.01,0.22,0.88,0.06
528,'2021/06/24 18:48:48:510',16,225,5,86,0.89,0.29,0.01,0.22,0.88,0.06
529,'2021/06/24 18:48:50:007',17,214,8,88,0.89,0.29,0.01,0.22,0.88,0.06
530,'2021/06/24 18:48:50:059',17,214,9,88,0.89,0.29,0.01,0.22,0.88,0.06
531,'2021/06/24 18:48:50:110',17,213,8,89,0.89,0.29,0.01,0.22,0.88,0.06
532,'2021/06/24 18:48:50:162',17,214,9,86,0.89,0.29,0.01,0.22,0.88,0.06
533,'2021/06/24 18:48:50:214',17,214,9,87,0.89,0.29,0.01,0.22,0.88,0.06
534,'2021/06/24 18:48:50:264',17,214,9,88,0.89,0.29,0.01,0.22,0.88,0.06
535,'2021/06/24 18:48:50:315',17,214,9,87,0.89,0.29,0.01,0.22,0.88,0.06
536,'2021/06/24 18:48:50:367',17,215,10,85,0.89,0.29,0.01,0.22,0.88,0.06
537,'2021/06/24 18:48:50:422',17,214,9,87,0.89,0.29,0.01,0.22,0.88,0.06
538,'2021/06/24 18:48:50:471',17,213,8,87,0.89,0.29,0.01,0.22,0.88,0.06
539,'2021/06/24 18:48:50:521',17,214,9,86,0.89,0.29,0.01,0.22,0.88,0.06
540,'2021/06/24 18:48:50:571',17,215,8,86,0.89,0.29,0.01,0.22,0.88,0.06
541,'2021/06/24 18:48:50:621',17,213,9,88,0.89,0.29,0.01,0.22,0.88,0.06
542,'2021/06/24 18:48:50:670',17,214,9,87,0.89,0.29,0.01,0.22,0.88,0.06
543,'2021/06/24 18:48:50:721',17,215,9,87,0.89,0.29,0.01,0.22,0.88,0.06
544,'2021/06/24 18:48:50:777',17,215,10,87,0.89,0.29,0.01,0.22,0.88,0.06
545,'2021/06/24 18:48:50:830',17,215,9,85,0.89,0.29,0.01,0.22,0.88,0.06
546,'2021/06/24 18:48:50:888',17,213,8,88,0.89,0.29,0.01,0.22,0.88,0.06
547,'2021/06/24 18:48:50:939',17,213,9,87,0.89,0.29,0.01,0.22,0.88,0.06
548,'2021/06/24 18:48:50:989',17,213,9,87,0.89,0.29,0.01,0.22,0.88,0.06
